Entry	Entry name	Status	Protein names	Gene ontology IDs	Subcellular location [CC]
P16210	1A02_PANTR	reviewed	Patr class I histocompatibility antigen, A-5 alpha chain (ChLa class I histocompatibility antigen, A-5 alpha chain)	GO:0001916; GO:0002476; GO:0002486; GO:0005102; GO:0005615; GO:0005886; GO:0006955; GO:0009897; GO:0016021; GO:0042605; GO:0042612	SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.
Q9GLN9	AGTR1_PANTR	reviewed	Type-1 angiotensin II receptor (Angiotensin II type-1 receptor) (AT1)	GO:0001596; GO:0004930; GO:0004945; GO:0005886; GO:0006954; GO:0007204; GO:0016021; GO:0019229	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q5IS76	ACHA6_PANTR	reviewed	Neuronal acetylcholine receptor subunit alpha-6	GO:0005887; GO:0005892; GO:0007165; GO:0007268; GO:0007271; GO:0007274; GO:0007399; GO:0015464; GO:0022848; GO:0030054; GO:0034220; GO:0035094; GO:0035095; GO:0042391; GO:0043005; GO:0045202; GO:0045211; GO:0050877; GO:0060084	SUBCELLULAR LOCATION: Cell junction, synapse, Postsynapse, postsynaptic cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
Q19UN5	CK5P2_PANTR	reviewed	CDK5 regulatory subunit-associated protein 2	GO:0000132; GO:0000226; GO:0000242; GO:0000922; GO:0001578; GO:0005516; GO:0005737; GO:0005794; GO:0005813; GO:0005874; GO:0007059; GO:0007098; GO:0007420; GO:0022008; GO:0031023; GO:0035371; GO:0044212; GO:0045893; GO:0046600; GO:0048471; GO:0090266	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250|UniProtKB:Q96SN8}. Golgi apparatus {ECO:0000250|UniProtKB:Q96SN8}. Cytoplasm {ECO:0000250|UniProtKB:Q96SN8}. Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:Q96SN8}. Note=Found in the pericentriolar region adhering to the surface of the centrosome and in the region of the centrosomal appendages. Localizes to microtubule plus ends in the presence of EB1/MAPRE1. Localization to centrosomes versus Golgi apparatus may be cell type-dependent. {ECO:0000250|UniProtKB:Q96SN8}.
A5A6M2	ANXA1_PANTR	reviewed	Annexin A1 (Annexin-1)	GO:0001891; GO:0002250; GO:0002548; GO:0002685; GO:0005509; GO:0005544; GO:0005615; GO:0005634; GO:0005737; GO:0005886; GO:0006909; GO:0006954; GO:0007166; GO:0007187; GO:0008360; GO:0010165; GO:0014839; GO:0016323; GO:0016324; GO:0016328; GO:0019834; GO:0030073; GO:0030216; GO:0030659; GO:0030850; GO:0031018; GO:0031232; GO:0031313; GO:0031340; GO:0031394; GO:0031514; GO:0031532; GO:0031901; GO:0032355; GO:0032508; GO:0032652; GO:0032743; GO:0033031; GO:0035924; GO:0042063; GO:0042102; GO:0042127; GO:0042493; GO:0043434; GO:0045087; GO:0045627; GO:0045629; GO:0045920; GO:0046632; GO:0046883; GO:0050482; GO:0050727; GO:0070062; GO:0070301; GO:0070365; GO:0070459; GO:0070555; GO:0071385; GO:0071621; GO:0090050; GO:0090303; GO:0097350; GO:1900087; GO:1900138; GO:2000483	SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:P07150}. Cytoplasm {ECO:0000250|UniProtKB:P10107}. Cell projection, cilium {ECO:0000250|UniProtKB:P10107}. Basolateral cell membrane {ECO:0000250|UniProtKB:P51662}. Lateral cell membrane {ECO:0000250|UniProtKB:P10107}. Cell membrane {ECO:0000250|UniProtKB:P10107}; Peripheral membrane protein {ECO:0000250|UniProtKB:P10107}. Apical cell membrane {ECO:0000250|UniProtKB:P10107}. Membrane {ECO:0000250|UniProtKB:P10107}; Peripheral membrane protein {ECO:0000250|UniProtKB:P10107}. Early endosome {ECO:0000250|UniProtKB:P19619}. Cytoplasmic vesicle membrane {ECO:0000250|UniProtKB:P19619}; Peripheral membrane protein {ECO:0000250|UniProtKB:P19619}. Endosome membrane {ECO:0000250|UniProtKB:P07150}; Peripheral membrane protein {ECO:0000250|UniProtKB:P07150}. Secreted {ECO:0000250|UniProtKB:P10107}. Secreted, extracellular space {ECO:0000250|UniProtKB:P04083}. Cell membrane {ECO:0000250|UniProtKB:P04083}; Peripheral membrane protein {ECO:0000250|UniProtKB:P04083}; Extracellular side {ECO:0000250|UniProtKB:P04083}. Secreted, extracellular exosome {ECO:0000250|UniProtKB:P10107}. Cytoplasmic vesicle, secretory vesicle lumen {ECO:0000250|UniProtKB:P10107}. Cell projection, phagocytic cup {ECO:0000250|UniProtKB:P10107}. Note=Colocalizes with actin fibers at phagocytic cups. Secreted, at least in part via exosomes and other secretory vesicles. Detected in exosomes and other extracellular vesicles. Secretion is increased in response to wounding and inflammation (By similarity). Detected in gelatinase granules in resting neutrophils. Neutrophil adhesion to endothelial cells stimulates secretion via gelatinase granules, but foreign particle phagocytosis has no effect. Displays calcium-dependent binding to phospholipid membranes (By similarity). {ECO:0000250|UniProtKB:P04083, ECO:0000250|UniProtKB:P10107}.
Q7YR24	ABC3G_PANTR	reviewed	DNA dC->dU-editing enzyme APOBEC-3G (EC 3.5.4.-) (Deoxycytidine deaminase)	GO:0000932; GO:0003723; GO:0004126; GO:0005634; GO:0005737; GO:0008270; GO:0009972; GO:0010529; GO:0016554; GO:0045071; GO:0045087; GO:0045869; GO:0047844; GO:0051607; GO:0070383; GO:0080111; GO:1990904	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000250}. Cytoplasm, P-body {ECO:0000250}. Note=Mainly cytoplasmic, small amount are found in the nucleus. {ECO:0000250}.
Q0MQC3	ACPM_PANTR	reviewed	Acyl carrier protein, mitochondrial (ACP) (NADH-ubiquinone oxidoreductase 9.6 kDa subunit)	GO:0000035; GO:0000036; GO:0005654; GO:0005739; GO:0005747; GO:0005762; GO:0009249; GO:0032981; GO:0055114	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250|UniProtKB:O14561}.
Q9N2A7	ACM2_PANTR	reviewed	Muscarinic acetylcholine receptor M2 (Fragment)	GO:0004930; GO:0004993; GO:0005887; GO:0006940; GO:0007187; GO:0007197; GO:0007213; GO:0007268; GO:0008016; GO:0016907; GO:0030054; GO:0030425; GO:0030594; GO:0045211	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Cell junction, synapse, Postsynapse, postsynaptic cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Note=Phosphorylation in response to agonist binding promotes receptor internalization. {ECO:0000250}.
Q5I1Z0	CCL3_PANTR	reviewed	C-C motif chemokine 3 (Macrophage inflammatory protein 1-alpha) (MIP-1-alpha) (Small-inducible cytokine A3)	GO:0000165; GO:0001649; GO:0001775; GO:0002548; GO:0004672; GO:0004698; GO:0005615; GO:0005737; GO:0005829; GO:0006468; GO:0006816; GO:0006874; GO:0006887; GO:0006935; GO:0006954; GO:0007010; GO:0007186; GO:0007267; GO:0008009; GO:0008360; GO:0009636; GO:0010628; GO:0010629; GO:0010818; GO:0014808; GO:0016004; GO:0016301; GO:0019722; GO:0023052; GO:0030335; GO:0030502; GO:0030593; GO:0031663; GO:0031726; GO:0031730; GO:0032760; GO:0042056; GO:0042802; GO:0043308; GO:0043491; GO:0043525; GO:0043547; GO:0043615; GO:0043922; GO:0045671; GO:0048020; GO:0048245; GO:0048246; GO:0048247; GO:0050718; GO:0050729; GO:0050795; GO:0050850; GO:0051897; GO:0051928; GO:0051930; GO:0070098; GO:0070374; GO:0070723; GO:0071346; GO:0071347; GO:0071356; GO:0071407; GO:0071621; GO:2000503	SUBCELLULAR LOCATION: Secreted {ECO:0000250}.
Q35647	ATP8_PANTR	reviewed	ATP synthase protein 8 (A6L) (F-ATPase subunit 8)	GO:0000276; GO:0005753; GO:0015078; GO:0015986; GO:0016021; GO:0016887	SUBCELLULAR LOCATION: Mitochondrion membrane; Single-pass membrane protein.
A5A6P2	ASAH1_PANTR	reviewed	Acid ceramidase (AC) (ACDase) (Acid CDase) (EC 3.5.1.23) (Acylsphingosine deacylase) (N-acylethanolamine hydrolase ASAH1) (EC 3.5.1.-) (N-acylsphingosine amidohydrolase) [Cleaved into: Acid ceramidase subunit alpha; Acid ceramidase subunit beta]	GO:0005615; GO:0005764; GO:0016810; GO:0017040; GO:0030216; GO:0046512; GO:0046513; GO:0046514; GO:0050810; GO:0062098; GO:0071356; GO:0102121	SUBCELLULAR LOCATION: Lysosome {ECO:0000250|UniProtKB:Q13510}. Secreted {ECO:0000250|UniProtKB:Q13510}. Note=Secretion is extremely low and localization to lysosomes is mannose-6-phosphate receptor-dependent. {ECO:0000250|UniProtKB:Q13510}.
O97775	ANDR_PANTR	reviewed	Androgen receptor (Dihydrotestosterone receptor) (Nuclear receptor subfamily 3 group C member 4)	GO:0000790; GO:0003700; GO:0004879; GO:0005496; GO:0005497; GO:0005634; GO:0005737; GO:0006351; GO:0008013; GO:0008270; GO:0008284; GO:0010628; GO:0030521; GO:0030522; GO:0042327; GO:0043565; GO:0044212; GO:0045720; GO:0045893; GO:0045944; GO:0051092; GO:1903076; GO:2001237	SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:P10275}. Cytoplasm {ECO:0000250|UniProtKB:P10275}. Note=Detected at the promoter of target genes. Predominantly cytoplasmic in unligated form but translocates to the nucleus upon ligand-binding. Can also translocate to the nucleus in unligated form in the presence of RACK1. {ECO:0000250|UniProtKB:P10275}.
Q9N2A4	ACM3_PANTR	reviewed	Muscarinic acetylcholine receptor M3	GO:0004935; GO:0005887; GO:0007188; GO:0007213; GO:0016323; GO:0016907; GO:0030054; GO:0042166; GO:0045211; GO:0045987; GO:0046541; GO:0071880	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Cell junction, synapse, Postsynapse, postsynaptic cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Basolateral cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
Q9N2B6	5HT1E_PANTR	reviewed	5-hydroxytryptamine receptor 1E (5-HT-1E) (5-HT1E) (Serotonin receptor 1E) (Fragment)	GO:0004930; GO:0004993; GO:0005887; GO:0007187; GO:0007193; GO:0007198; GO:0007268; GO:0030425; GO:0030594; GO:0051378	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
O97598	CMAH_PANTR	reviewed	Cytidine monophosphate-N-acetylneuraminic acid hydroxylase (CMP-N-acetylneuraminic acid hydroxylase) (EC 1.14.18.2) (CMP-N-acetylneuraminate monooxygenase) (CMP-Neu5Ac hydroxylase) (CMP-NeuAc hydroxylase)	GO:0005737; GO:0006054; GO:0030338; GO:0046872; GO:0051537	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
A5A6I0	ACADM_PANTR	reviewed	Medium-chain specific acyl-CoA dehydrogenase, mitochondrial (MCAD) (EC 1.3.8.7)	GO:0005739; GO:0005759; GO:0006635; GO:0033539; GO:0050660; GO:0051793; GO:0070991	SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000250}.
P0CE38	APO1B_PANTR	reviewed	Apolipoprotein C-I, basic form (Apo-CIB) (ApoC-IB) (Apolipoprotein C1B) [Cleaved into: Cholesteryl ester transfer inhibitor protein (CETIP); Truncated apolipoprotein C-I, basic form (Apo-CIB') (ApoC-IB')]	GO:0005576; GO:0006869; GO:0042157	SUBCELLULAR LOCATION: Secreted {ECO:0000250|UniProtKB:P02654}.
Q5R1W0	ANXA5_PANTR	reviewed	Annexin A5 (Annexin V) (Annexin-5)	GO:0005388; GO:0005509; GO:0005544; GO:0007596; GO:0008201; GO:0009897; GO:0010033; GO:0016020; GO:0017046; GO:0030195; GO:0030971; GO:0043065; GO:0051283; GO:0051592; GO:0071284; GO:0072563; GO:0097066; GO:0097211; GO:1901317; GO:1902721	
Q9T9V9	COX3_PANTR	reviewed	Cytochrome c oxidase subunit 3 (Cytochrome c oxidase polypeptide III)	GO:0004129; GO:0005739; GO:0005743; GO:0006123; GO:0008535; GO:0009055; GO:0009060; GO:0015453; GO:0016021; GO:0045277	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
Q9GKK8	BRCA1_PANTR	reviewed	Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27) (RING-type E3 ubiquitin transferase BRCA1)	GO:0000724; GO:0003677; GO:0003713; GO:0004842; GO:0005634; GO:0005694; GO:0005737; GO:0005886; GO:0006357; GO:0006359; GO:0006633; GO:0006915; GO:0006978; GO:0007049; GO:0008270; GO:0008274; GO:0009048; GO:0015631; GO:0031436; GO:0035066; GO:0035067; GO:0042127; GO:0042981; GO:0043009; GO:0045717; GO:0045739; GO:0045893; GO:0045944; GO:0046600; GO:0051865; GO:0070063; GO:0070531; GO:0071158; GO:0085020	SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:P38398}. Chromosome {ECO:0000250|UniProtKB:P48754}. Cytoplasm {ECO:0000250|UniProtKB:P38398}. Note=Localizes at sites of DNA damage at double-strand breaks (DSBs); recruitment to DNA damage sites is mediated by the BRCA1-A complex. Translocated to the cytoplasm during UV-induced apoptosis. {ECO:0000250|UniProtKB:P38398}.
Q5BIW4	ALS2_PANTR	reviewed	Alsin (Amyotrophic lateral sclerosis 2 protein homolog)	GO:0001662; GO:0001726; GO:0001881; GO:0005737; GO:0005769; GO:0005829; GO:0006979; GO:0007528; GO:0007626; GO:0008104; GO:0014069; GO:0016050; GO:0016197; GO:0017112; GO:0017137; GO:0030027; GO:0030425; GO:0030676; GO:0031982; GO:0032991; GO:0035023; GO:0035249; GO:0042803; GO:0043087; GO:0043197; GO:0043539; GO:0043547; GO:0045860; GO:0048812; GO:0051036	
P13751	1B02_PANTR	reviewed	Patr class I histocompatibility antigen, B-2 alpha chain (ChLa class I histocompatibility antigen, B-2 alpha chain)	GO:0001916; GO:0002476; GO:0002486; GO:0005102; GO:0005615; GO:0005886; GO:0006955; GO:0009897; GO:0016021; GO:0042605; GO:0042612	SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.
A5A6J6	7B2_PANTR	reviewed	Neuroendocrine protein 7B2 (Secretogranin-5) [Cleaved into: N-terminal peptide; C-terminal peptide]	GO:0005576; GO:0007218; GO:0030141	SUBCELLULAR LOCATION: Secreted {ECO:0000250}. Note=Neuroendocrine and endocrine secretory granules. {ECO:0000250}.
Q5R1X3	ACTB_PANTR	reviewed	Actin, cytoplasmic 1 (Beta-actin) [Cleaved into: Actin, cytoplasmic 1, N-terminally processed]	GO:0005524; GO:0005634; GO:0005737; GO:0005856; GO:0005884; GO:0005886; GO:0005925; GO:0007409; GO:0015629; GO:0016020; GO:0019901; GO:0030424; GO:0032991; GO:0035267; GO:0045202; GO:0048488; GO:0048870; GO:0097433; GO:0098793; GO:0098973	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:P60709}. Nucleus {ECO:0000250|UniProtKB:P60709}. Note=Localized in cytoplasmic mRNP granules containing untranslated mRNAs. {ECO:0000250|UniProtKB:P60709}.
Q5IS66	5HT2C_PANTR	reviewed	5-hydroxytryptamine receptor 2C (5-HT-2C) (5-HT2C) (5-HTR2C) (Serotonin receptor 2C)	GO:0001587; GO:0001662; GO:0004930; GO:0004993; GO:0005887; GO:0007187; GO:0007200; GO:0007208; GO:0007268; GO:0007626; GO:0007631; GO:0030425; GO:0030594; GO:0031644; GO:0032098; GO:0042493; GO:0043397; GO:0051209; GO:0051482	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
Q50DM7	AGRG1_PANTR	reviewed	Adhesion G-protein coupled receptor G1 (G-protein coupled receptor 56) [Cleaved into: ADGRG1 N-terminal fragment (ADGRG1 NT) (GPR56 N-terminal fragment) (GPR56 NT) (GPR56(N)) (GPR56 extracellular subunit) (GPR56 subunit alpha); ADGRG1 C-terminal fragment (ADGRG1 CT) (GPR56 C-terminal fragment) (GPR56 CT) (GPR56(C)) (GPR56 seven-transmembrane subunit) (GPR56 7TM) (GPR56 subunit beta)]	GO:0001525; GO:0004930; GO:0005518; GO:0005576; GO:0005887; GO:0007155; GO:0007166; GO:0007189; GO:0007266; GO:0008201; GO:0008285; GO:0010573; GO:0016477; GO:0021801; GO:0021819; GO:0035025; GO:0045121; GO:0045785; GO:0050840; GO:0070528; GO:0097451; GO:2001223	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q9Y653}; Multi-pass membrane protein {ECO:0000255}.; SUBCELLULAR LOCATION: ADGRG1 N-terminal fragment: Secreted {ECO:0000250|UniProtKB:Q9Y653}.; SUBCELLULAR LOCATION: ADGRG1 C-terminal fragment: Membrane raft {ECO:0000250|UniProtKB:Q9Y653}. Note=Interaction with its ligand COL3A1 leads to the release of ADGRG1 NT from the membrane and triggers the association of ADGRG1 CT with lipid rafts. {ECO:0000250|UniProtKB:Q9Y653}.
Q5IS79	ATOH1_PANTR	reviewed	Protein atonal homolog 1	GO:0000978; GO:0001228; GO:0001764; GO:0005634; GO:0007219; GO:0007411; GO:0021987; GO:0031490; GO:0042472; GO:0042667; GO:0042668; GO:0043066; GO:0045609; GO:0045666; GO:0046983	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
Q8HXN7	CCNT1_PANTR	reviewed	Cyclin-T1 (CycT1) (Cyclin-T)	GO:0003682; GO:0005634; GO:0006351; GO:0006357; GO:0006468; GO:0007049; GO:0008024; GO:0008134; GO:0016032; GO:0016538; GO:0019901; GO:0032786; GO:0044212; GO:0045944; GO:0051301; GO:0061575; GO:0070063; GO:0097322; GO:1900364	SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.
Q8MIQ5	APOA2_PANTR	reviewed	Apolipoprotein A-II (Apo-AII) (ApoA-II) (Apolipoprotein A2) [Cleaved into: Proapolipoprotein A-II (ProapoA-II); Truncated apolipoprotein A-II]	GO:0008035; GO:0008203; GO:0015485; GO:0018158; GO:0018206; GO:0030301; GO:0031210; GO:0034190; GO:0034361; GO:0034366; GO:0034370; GO:0034374; GO:0034375; GO:0034380; GO:0042157; GO:0042627; GO:0042632; GO:0045416; GO:0046982; GO:0050766; GO:0050821; GO:0055102; GO:0060192; GO:0070653	SUBCELLULAR LOCATION: Secreted {ECO:0000250|UniProtKB:P02652}.
Q8WME8	ANGI_PANTR	reviewed	Angiogenin (EC 3.1.27.-) (Ribonuclease 5) (RNase 5)	GO:0001525; GO:0001666; GO:0001938; GO:0003677; GO:0003779; GO:0004519; GO:0004540; GO:0005102; GO:0005507; GO:0005604; GO:0005615; GO:0005634; GO:0005730; GO:0006651; GO:0007202; GO:0008201; GO:0009303; GO:0009725; GO:0016477; GO:0017148; GO:0030041; GO:0030154; GO:0031410; GO:0032148; GO:0032311; GO:0032431; GO:0042277; GO:0042803; GO:0048662; GO:0050714	SUBCELLULAR LOCATION: Cytoplasmic vesicle, secretory vesicle lumen {ECO:0000250|UniProtKB:Q3TMQ6}. Secreted {ECO:0000250|UniProtKB:P10152}. Nucleus, nucleolus {ECO:0000250|UniProtKB:P03950}. Note=Rapidly endocytosed by target cells and translocated to the nucleus where it accumulates in the nucleolus and binds to DNA (By similarity). {ECO:0000250|UniProtKB:P03950}.
A5A6N3	ATG13_PANTR	reviewed	Autophagy-related protein 13	GO:0000045; GO:0000407; GO:0000422; GO:0000423; GO:0005829; GO:0016236; GO:0019887; GO:0019898; GO:0019901; GO:0032147; GO:0034497; GO:0034727; GO:1990316	SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000250|UniProtKB:Q91YI1}. Preautophagosomal structure {ECO:0000250|UniProtKB:Q91YI1}. Note=Under starvation conditions, is localized to puncate structures primarily representing the isolation membrane; the isolation membrane sequesters a portion of the cytoplasm resulting in autophagosome formation. {ECO:0000250|UniProtKB:Q91YI1}.
Q861X8	AMELY_PANTR	reviewed	Amelogenin, Y isoform (Fragment)	GO:0031214; GO:0062023	SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix {ECO:0000250}.
