Entry	Entry name	Status	Protein names	Gene ontology IDs	Subcellular location [CC]
F1PBJ0	RPGF2_CANLF	reviewed	Rap guanine nucleotide exchange factor 2 (Cyclic nucleotide ras GEF) (CNrasGEF) (Neural RAP guanine nucleotide exchange protein) (nRap GEP) (PDZ domain-containing guanine nucleotide exchange factor 1) (PDZ-GEF1) (RA-GEF-1) (Ras/Rap1-associating GEF-1)	GO:0001568; GO:0001764; GO:0005088; GO:0005096; GO:0005737; GO:0005770; GO:0005886; GO:0005911; GO:0007186; GO:0007218; GO:0008285; GO:0010976; GO:0017034; GO:0019933; GO:0021591; GO:0021884; GO:0030165; GO:0030552; GO:0031175; GO:0031547; GO:0031697; GO:0032092; GO:0032486; GO:0032991; GO:0038180; GO:0043005; GO:0043025; GO:0043547; GO:0043950; GO:0045202; GO:0045860; GO:0048022; GO:0048471; GO:0050699; GO:0050774; GO:0061028; GO:0070374; GO:0071320; GO:0071321; GO:0071880; GO:1901888; GO:1990090; GO:2000481; GO:2000670; GO:2001214; GO:2001224	SUBCELLULAR LOCATION: Cell junction {ECO:0000269|PubMed:10873669}. Cytoplasm {ECO:0000250}. Cytoplasm, perinuclear region {ECO:0000250}. Cell membrane {ECO:0000250}. Late endosome {ECO:0000250}. Note=Associated with the synaptic plasma membrane. Localized diffusely in the cytoplasm before neuronal growth factor (NGF) stimulation. Recruited to late endosomes after NGF stimulation. Colocalized with the high affinity nerve growth factor receptor NTRK1 at late endosomes. Translocated to the perinuclear region in a RAP1A-dependent manner. Translocated to the cell membrane (By similarity). Colocalized with CTNNB1 and TJP1 at cell-cell contacts. {ECO:0000250}.
Q697L1	TRPV1_CANLF	reviewed	Transient receptor potential cation channel subfamily V member 1 (TrpV1) (Osm-9-like TRP channel 1) (OTRPC1) (Vanilloid receptor 1)	GO:0004888; GO:0005216; GO:0005230; GO:0005231; GO:0005262; GO:0005516; GO:0005524; GO:0005887; GO:0015278; GO:0016021; GO:0030054; GO:0031226; GO:0032591; GO:0034605; GO:0035091; GO:0045211; GO:0046872; GO:0051289; GO:0070588; GO:0071312; GO:0071318; GO:0071468; GO:0098703; GO:1901594	SUBCELLULAR LOCATION: Cell junction, synapse, Postsynapse, postsynaptic cell membrane {ECO:0000250|UniProtKB:O35433}; Multi-pass membrane protein {ECO:0000250|UniProtKB:O35433}. Cell projection, Neuron projection, dendritic spine, dendritic spine membrane {ECO:0000250|UniProtKB:O35433}; Multi-pass membrane protein {ECO:0000250|UniProtKB:O35433}. Cell membrane {ECO:0000250|UniProtKB:O35433}; Multi-pass membrane protein {ECO:0000250|UniProtKB:O35433}. Note=Mostly, but not exclusively expressed in postsynaptic dendritic spines. {ECO:0000250|UniProtKB:O35433}.
Q8MJ44	KAPCA_CANLF	reviewed	cAMP-dependent protein kinase catalytic subunit alpha (PKA C-alpha) (EC 2.7.11.11)	GO:0001669; GO:0004674; GO:0004691; GO:0005524; GO:0005634; GO:0005737; GO:0005739; GO:0005886; GO:0010737; GO:0034237; GO:0034605; GO:0036126; GO:0048471; GO:0071333	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000250}. Cell membrane {ECO:0000250}. Mitochondrion {ECO:0000250}. Membrane {ECO:0000250|UniProtKB:P17612}; Lipid-anchor {ECO:0000250|UniProtKB:P17612}. Cell projection, cilium, flagellum {ECO:0000250|UniProtKB:P05132}. Cytoplasmic vesicle, secretory vesicle, acrosome {ECO:0000250|UniProtKB:P05132}. Note=Translocates into the nucleus (monomeric catalytic subunit). The inactive holoenzyme is found in the cytoplasm. Distributed throughout the cytoplasm in meiotically incompetent oocytes. Associated to mitochondrion as meiotic competence is acquired. Aggregates around the germinal vesicles (GV) at the immature GV stage oocytes (By similarity). Expressed in the midpiece region of the sperm flagellum (By similarity). Colocalizes with MROH2B and TCP11 on the acrosome and tail regions in round spermatids and spermatozoa regardless of the capacitation status of the sperm (By similarity). Colocalizes with HSF1 in nuclear stress bodies (nSBs) upon heat shock (By similarity). {ECO:0000250, ECO:0000250|UniProtKB:P05132, ECO:0000250|UniProtKB:P17612}.
Q9TVB8	RPE65_CANLF	reviewed	Retinoid isomerohydrolase (EC 3.1.1.64) (All-trans-retinyl-palmitate hydrolase) (Lutein isomerase) (Meso-zeaxanthin isomerase) (EC 5.3.3.22) (Retinal pigment epithelium-specific 65 kDa protein) (Retinol isomerase)	GO:0001523; GO:0001786; GO:0004744; GO:0005789; GO:0005886; GO:0007601; GO:0016020; GO:0016702; GO:0016853; GO:0031210; GO:0042574; GO:0046872; GO:0050251; GO:0050896; GO:0052884; GO:0052885; GO:1901612; GO:1901827	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:A9C3R9}. Cell membrane {ECO:0000250|UniProtKB:Q28175}; Lipid-anchor {ECO:0000250|UniProtKB:Q28175}. Microsome membrane {ECO:0000250|UniProtKB:Q28175}. Note=Attached to the membrane by a lipid anchor when palmitoylated (membrane form), soluble when unpalmitoylated. Undergoes light-dependent intracellular transport to become more concentrated in the central region of the retina pigment epithelium cells (By similarity). {ECO:0000250|UniProtKB:Q16518, ECO:0000250|UniProtKB:Q28175}.
E2RG47	STT3B_CANLF	reviewed	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B (Oligosaccharyl transferase subunit STT3B) (STT3-B) (EC 2.4.99.18)	GO:0004579; GO:0006516; GO:0006986; GO:0016021; GO:0018279; GO:0030433; GO:0034998; GO:0034999; GO:0043686; GO:0043687; GO:0046872	SUBCELLULAR LOCATION: Endoplasmic reticulum {ECO:0000269|PubMed:12887896}. Endoplasmic reticulum membrane; Multi-pass membrane protein {ECO:0000250|UniProtKB:P39007}.
Q8HYB7	PERT_CANLF	reviewed	Thyroid peroxidase (TPO) (EC 1.11.1.8)	GO:0004447; GO:0004601; GO:0005509; GO:0005615; GO:0006590; GO:0006979; GO:0016021; GO:0020037; GO:0035162; GO:0042446; GO:0042744	SUBCELLULAR LOCATION: Membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}.
Q9GK08	MSX2_CANLF	reviewed	Homeobox protein MSX-2 (Homeobox protein Hox-8)	GO:0000122; GO:0000977; GO:0001227; GO:0001649; GO:0002063; GO:0002076; GO:0003148; GO:0003198; GO:0003416; GO:0003712; GO:0005634; GO:0005829; GO:0008134; GO:0008285; GO:0009952; GO:0016607; GO:0023019; GO:0030513; GO:0032792; GO:0035115; GO:0035116; GO:0035313; GO:0035880; GO:0043066; GO:0044212; GO:0045599; GO:0045617; GO:0045669; GO:0045892; GO:0048598; GO:0048863; GO:0051795; GO:0060346; GO:0060364; GO:0060444; GO:0061312; GO:0070166; GO:0071392; GO:0090427; GO:2000678; GO:2001055	SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00108}.
Q9N2J4	AQP1_CANLF	reviewed	Aquaporin-1 (AQP-1) (Aquaporin-CHIP) (Water channel protein for red blood cells and kidney proximal tubule)	GO:0003097; GO:0005223; GO:0005267; GO:0005372; GO:0005634; GO:0005737; GO:0005886; GO:0005903; GO:0006833; GO:0006884; GO:0006972; GO:0008519; GO:0009925; GO:0015168; GO:0015250; GO:0015670; GO:0015696; GO:0015793; GO:0016021; GO:0016323; GO:0016324; GO:0019725; GO:0019934; GO:0021670; GO:0022857; GO:0030184; GO:0030185; GO:0030950; GO:0031526; GO:0031965; GO:0034644; GO:0035377; GO:0035378; GO:0035379; GO:0042383; GO:0042493; GO:0043066; GO:0045177; GO:0045766; GO:0046878; GO:0048146; GO:0070301; GO:0071241; GO:0071260; GO:0071280; GO:0071288; GO:0071300; GO:0071320; GO:0071456; GO:0071472; GO:0071474; GO:0071549; GO:0085018	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:10675514}; Multi-pass membrane protein {ECO:0000269|PubMed:10675514}.
Q5U820	CFTR_CANLF	reviewed	Cystic fibrosis transmembrane conductance regulator (CFTR) (ATP-binding cassette sub-family C member 7) (Channel conductance-controlling ATPase) (EC 5.6.1.6) (cAMP-dependent chloride channel)	GO:0005254; GO:0005260; GO:0005524; GO:0005634; GO:0005769; GO:0005789; GO:0005829; GO:0005886; GO:0005887; GO:0006695; GO:0006904; GO:0009986; GO:0015106; GO:0015108; GO:0015701; GO:0016020; GO:0016021; GO:0016324; GO:0016853; GO:0016887; GO:0019869; GO:0019899; GO:0030165; GO:0030301; GO:0031901; GO:0034707; GO:0034976; GO:0035377; GO:0035774; GO:0042626; GO:0045921; GO:0048240; GO:0050891; GO:0051087; GO:0051454; GO:0055038; GO:0055085; GO:0060081; GO:0071320; GO:0106138; GO:1902161; GO:1902476; GO:1902943; GO:1904322	SUBCELLULAR LOCATION: Apical cell membrane {ECO:0000250|UniProtKB:P26361}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P13569}. Early endosome membrane {ECO:0000250|UniProtKB:P13569}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P13569}. Cell membrane {ECO:0000250|UniProtKB:P26361}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P13569}. Recycling endosome membrane {ECO:0000250|UniProtKB:P13569}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P13569}. Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:P13569}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P13569}. Nucleus {ECO:0000250|UniProtKB:P34158}. Note=The channel is internalized from the cell surface into an endosomal recycling compartment, from where it is recycled to the cell membrane. In the oviduct and bronchus, detected on the apical side of epithelial cells, but not associated with cilia. In Sertoli cells, a processed product is detected in the nucleus. ER stress induces GORASP2-mediated unconventional (ER/Golgi-independent) trafficking of core-glycosylated CFTR to cell membrane. {ECO:0000250|UniProtKB:P13569, ECO:0000250|UniProtKB:P34158}.
B6V8E6	CTNB1_CANLF	reviewed	Catenin beta-1 (Beta-catenin)	GO:0000122; GO:0000209; GO:0000578; GO:0000904; GO:0000922; GO:0001085; GO:0001102; GO:0001569; GO:0001658; GO:0001701; GO:0001702; GO:0001708; GO:0001711; GO:0001764; GO:0001840; GO:0002052; GO:0002053; GO:0002089; GO:0003266; GO:0003338; GO:0003340; GO:0003682; GO:0003700; GO:0003713; GO:0005634; GO:0005667; GO:0005719; GO:0005737; GO:0005813; GO:0005829; GO:0005886; GO:0005911; GO:0005913; GO:0005916; GO:0005923; GO:0005938; GO:0007155; GO:0007160; GO:0007268; GO:0007398; GO:0007403; GO:0008022; GO:0008285; GO:0009948; GO:0009950; GO:0009954; GO:0010909; GO:0016323; GO:0016328; GO:0016342; GO:0016525; GO:0016600; GO:0019901; GO:0019903; GO:0021819; GO:0022009; GO:0030018; GO:0030027; GO:0030054; GO:0030316; GO:0030331; GO:0030539; GO:0030877; GO:0030902; GO:0030997; GO:0031016; GO:0031069; GO:0031528; GO:0031641; GO:0032212; GO:0032331; GO:0032355; GO:0032993; GO:0033077; GO:0033234; GO:0034333; GO:0034394; GO:0034750; GO:0035050; GO:0035112; GO:0035115; GO:0035116; GO:0035257; GO:0036023; GO:0042129; GO:0042475; GO:0042733; GO:0042734; GO:0043065; GO:0043123; GO:0043161; GO:0043410; GO:0043525; GO:0044325; GO:0044334; GO:0045177; GO:0045202; GO:0045211; GO:0045294; GO:0045296; GO:0045453; GO:0045603; GO:0045669; GO:0045671; GO:0045743; GO:0045892; GO:0045893; GO:0045944; GO:0045976; GO:0048096; GO:0048469; GO:0048471; GO:0048489; GO:0048538; GO:0048599; GO:0048617; GO:0048643; GO:0048660; GO:0048715; GO:0050808; GO:0051091; GO:0051145; GO:0051884; GO:0051973; GO:0060066; GO:0060070; GO:0060440; GO:0060441; GO:0060479; GO:0060484; GO:0060492; GO:0060742; GO:0060769; GO:0060789; GO:0060916; GO:0061154; GO:0061198; GO:0061324; GO:0061549; GO:0061550; GO:0070369; GO:0070382; GO:0070411; GO:0070491; GO:0070602; GO:0070830; GO:0071363; GO:0071681; GO:0071944; GO:0072033; GO:0072053; GO:0072054; GO:0072079; GO:0072182; GO:0090279; GO:0097091; GO:0097718; GO:0098609; GO:0098685; GO:0098831; GO:0099092; GO:1903204; GO:1904501; GO:1904793; GO:1904798; GO:1904888; GO:1904948; GO:1990138; GO:1990403; GO:1990791; GO:1990909; GO:2000008; GO:2000017; GO:2000144; GO:2001234	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:P35222}. Nucleus {ECO:0000250|UniProtKB:P35222}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:10873669}. Cell junction, adherens junction {ECO:0000250|UniProtKB:Q02248}. Cell junction {ECO:0000269|PubMed:10873669}. Cell membrane {ECO:0000250|UniProtKB:P35222}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250|UniProtKB:P35222}. Cytoplasm, cytoskeleton, spindle pole {ECO:0000250|UniProtKB:P35222}. Cell junction, synapse {ECO:0000250|UniProtKB:Q02248}. Cytoplasm, cytoskeleton, cilium basal body {ECO:0000250|UniProtKB:Q02248}. Note=Colocalized with RAPGEF2 and TJP1 at cell-cell contacts (PubMed:10873669). Cytoplasmic when it is unstabilized (high level of phosphorylation) or bound to CDH1 (By similarity). Translocates to the nucleus when it is stabilized (low level of phosphorylation) (By similarity). Interaction with GLIS2 and MUC1 promotes nuclear translocation (By similarity). Interaction with EMD inhibits nuclear localization (By similarity). The majority of beta-catenin is localized to the cell membrane (By similarity). In interphase, colocalizes with CROCC between CEP250 puncta at the proximal end of centrioles, and this localization is dependent on CROCC and CEP250 (By similarity). In mitosis, when NEK2 activity increases, it localizes to centrosomes at spindle poles independent of CROCC (By similarity). Colocalizes with CDK5 in the cell-cell contacts and plasma membrane of undifferentiated and differentiated neuroblastoma cells (By similarity). Interaction with FAM53B promotes translocation to the nucleus (By similarity). {ECO:0000250|UniProtKB:P35222, ECO:0000269|PubMed:10873669}.
F1PTE3	RAB13_CANLF	reviewed	Ras-related protein Rab-13	GO:0003924; GO:0005525; GO:0005768; GO:0005802; GO:0005886; GO:0005923; GO:0006886; GO:0006904; GO:0008021; GO:0009306; GO:0010737; GO:0016328; GO:0017157; GO:0030027; GO:0030139; GO:0030140; GO:0030659; GO:0030866; GO:0031175; GO:0031410; GO:0032456; GO:0032482; GO:0032593; GO:0032869; GO:0035767; GO:0043005; GO:0044795; GO:0048210; GO:0055037; GO:0055038; GO:0070830; GO:0072659; GO:0097368; GO:1902463	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:18094055}; Lipid-anchor {ECO:0000269|PubMed:18094055}; Cytoplasmic side {ECO:0000269|PubMed:18094055}. Cytoplasmic vesicle membrane {ECO:0000250|UniProtKB:P51153}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}. Cell junction, tight junction {ECO:0000250|UniProtKB:P51153}. Golgi apparatus, trans-Golgi network membrane {ECO:0000250|UniProtKB:P51153}. Recycling endosome membrane {ECO:0000269|PubMed:18094055}. Cell projection, lamellipodium {ECO:0000250|UniProtKB:Q9DD03}. Note=Tight junctions or associated with vesicles scattered throughout the cytoplasm in cells lacking tight junctions. Relocalizes to the leading edge of lamellipodia in migrating endothelial cells. {ECO:0000250|UniProtKB:P51153, ECO:0000250|UniProtKB:Q9DD03}.
Q8HZR1	PGH1_CANLF	reviewed	Prostaglandin G/H synthase 1 (EC 1.14.99.1) (Cyclooxygenase-1) (COX-1) (Prostaglandin H2 synthase 1) (PGH synthase 1) (PGHS-1) (PHS 1) (Prostaglandin-endoperoxide synthase 1)	GO:0004601; GO:0004666; GO:0005789; GO:0006954; GO:0006979; GO:0008217; GO:0019371; GO:0020037; GO:0046872; GO:0051213	SUBCELLULAR LOCATION: Microsome membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000269|PubMed:12242329}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:12242329}; Peripheral membrane protein {ECO:0000269|PubMed:12242329}.
Q95N78	PPARA_CANLF	reviewed	Peroxisome proliferator-activated receptor alpha (PPAR-alpha) (Nuclear receptor subfamily 1 group C member 1)	GO:0000122; GO:0000976; GO:0000977; GO:0000981; GO:0001103; GO:0001227; GO:0003677; GO:0003700; GO:0003707; GO:0004879; GO:0005504; GO:0005634; GO:0006631; GO:0007275; GO:0008134; GO:0008144; GO:0008270; GO:0008289; GO:0008544; GO:0009755; GO:0010887; GO:0019216; GO:0019217; GO:0030154; GO:0030374; GO:0032099; GO:0032922; GO:0033993; GO:0038023; GO:0042752; GO:0043565; GO:0045892; GO:0045893; GO:0045944; GO:0050728; GO:0090575	SUBCELLULAR LOCATION: Nucleus.
P38486	LEG3_CANLF	reviewed	Galectin-3 (Gal-3) (35 kDa lectin) (Carbohydrate-binding protein 35) (CBP 35) (Galactose-specific lectin 3) (IgE-binding protein) (Laminin-binding protein) (Lectin L-29) (Mac-2 antigen)	GO:0001772; GO:0002548; GO:0005615; GO:0005634; GO:0005681; GO:0005737; GO:0006397; GO:0008380; GO:0019863; GO:0030154; GO:0030246; GO:0030593; GO:0043236; GO:0045087; GO:0045806; GO:0048245; GO:0048246; GO:0050918; GO:0090280; GO:2001237	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000250}. Secreted {ECO:0000250}. Note=Secreted by a non-classical secretory pathway and associates with the cell surface. {ECO:0000250}.
O46635	5HT2A_CANLF	reviewed	5-hydroxytryptamine receptor 2A (5-HT-2) (5-HT-2A) (5-hydroxytryptamine receptor) (Serotonin receptor 2A)	GO:0004930; GO:0004993; GO:0005886; GO:0005887; GO:0005901; GO:0007187; GO:0007200; GO:0007268; GO:0007610; GO:0008144; GO:0030424; GO:0030425; GO:0030594; GO:0031410; GO:0042493; GO:0051209; GO:0051378	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:15862800}; Multi-pass membrane protein {ECO:0000269|PubMed:15862800}. Cell projection, Neuron projection, dendrite {ECO:0000250|UniProtKB:P35363}. Cell projection, Neuron projection, axon {ECO:0000250|UniProtKB:P14842}. Cytoplasmic vesicle {ECO:0000250|UniProtKB:P14842}. Membrane, caveola {ECO:0000250|UniProtKB:P14842}. Cell junction, synapse, Presynapse {ECO:0000250|UniProtKB:P14842}.
P47240	PAX8_CANLF	reviewed	Paired box protein Pax-8	GO:0000978; GO:0001655; GO:0001658; GO:0001823; GO:0003281; GO:0003337; GO:0003677; GO:0003700; GO:0005634; GO:0005654; GO:0006351; GO:0007417; GO:0010667; GO:0030878; GO:0039003; GO:0042472; GO:0042981; GO:0044212; GO:0045893; GO:0045944; GO:0048793; GO:0071371; GO:0071599; GO:0072108; GO:0072221; GO:0072278; GO:0072284; GO:0072289; GO:0072305; GO:0072307; GO:0090190; GO:1900212; GO:1900215; GO:1900218; GO:2000594; GO:2000611; GO:2000612	SUBCELLULAR LOCATION: Nucleus.
Q60393	BXG_CLOBO	reviewed	Botulinum neurotoxin type G (BoNT/G) (Bontoxilysin-G) [Cleaved into: Botulinum neurotoxin G light chain (LC) (EC 3.4.24.69); Botulinum neurotoxin G heavy chain (HC)]	GO:0004222; GO:0005576; GO:0008270; GO:0008289; GO:0008320; GO:0016020; GO:0044156; GO:0044161; GO:0044164; GO:0044231; GO:0046929; GO:0090729	SUBCELLULAR LOCATION: Botulinum neurotoxin type G: Secreted {ECO:0000269|PubMed:74236, ECO:0000305|PubMed:4922309}.; SUBCELLULAR LOCATION: Botulinum neurotoxin G light chain: Secreted {ECO:0000305|PubMed:74236}. Host cytoplasm, host cytosol {ECO:0000305|PubMed:7910017}.; SUBCELLULAR LOCATION: Botulinum neurotoxin G heavy chain: Secreted {ECO:0000305|PubMed:74236}. Host cell junction, host synapse, host presynaptic cell membrane {ECO:0000250|UniProtKB:P0DPI0}. Host cytoplasmic vesicle, host secretory vesicle, host synaptic vesicle membrane {ECO:0000250|UniProtKB:P0DPI0}; Multi-pass membrane protein {ECO:0000305}.
O99819	COX2_RHISA	reviewed	Cytochrome c oxidase subunit 2 (EC 1.9.3.1) (Cytochrome c oxidase polypeptide II)	GO:0004129; GO:0005507; GO:0005743; GO:0016021; GO:0070469	SUBCELLULAR LOCATION: Mitochondrion inner membrane; Multi-pass membrane protein.
