Entry	Entry name	Status	Protein names	Gene ontology IDs	Subcellular location [CC]
S4X0Q8	AGRA3_DANRE	reviewed	Adhesion G protein-coupled receptor A3 (G-protein coupled receptor 125)	GO:0003402; GO:0004930; GO:0005886; GO:0016021; GO:0060027; GO:0097475; GO:2000095	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:23821037}; Multi-pass membrane protein {ECO:0000255}.
A0MSJ1	CRA1B_DANRE	reviewed	Collagen alpha-1(XXVII) chain B	GO:0001501; GO:0005201; GO:0005581; GO:0005615; GO:0030198; GO:0030282; GO:0031012; GO:0046872; GO:0048570	SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix {ECO:0000255|PROSITE-ProRule:PRU00793}.
Q5BL21	CNIH2_DANRE	reviewed	Protein cornichon homolog 2 (CNIH-2) (Cornichon family AMPA receptor auxiliary protein 2)	GO:0016021; GO:0016192	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
O42364	APOEB_DANRE	reviewed	Apolipoprotein Eb (Apo-Eb)	GO:0005543; GO:0005615; GO:0006695; GO:0008201; GO:0010873; GO:0015485; GO:0019433; GO:0031012; GO:0032374; GO:0033344; GO:0033700; GO:0034361; GO:0034362; GO:0034363; GO:0034364; GO:0034372; GO:0034380; GO:0034382; GO:0034447; GO:0042157; GO:0042158; GO:0042627; GO:0042632; GO:0042802; GO:0043395; GO:0043691; GO:0046889; GO:0050750; GO:0060228; GO:0070328; GO:0071830; GO:0071831; GO:0120020	SUBCELLULAR LOCATION: Secreted {ECO:0000250|UniProtKB:P02649}. Secreted, extracellular space {ECO:0000250|UniProtKB:P02649}. Secreted, extracellular space, extracellular matrix {ECO:0000250|UniProtKB:P02649}.
Q5TYQ3	COA7_DANRE	reviewed	Cytochrome c oxidase assembly factor 7 (Beta-lactamase hcp-like protein) (Sel1 repeat-containing protein 1)	GO:0005758	SUBCELLULAR LOCATION: Mitochondrion intermembrane space {ECO:0000250}.
A3KNS2	CNPY3_DANRE	reviewed	Protein canopy homolog 3 (Trinucleotide repeat-containing gene 5 protein)	GO:0005102; GO:0005783; GO:0045087	SUBCELLULAR LOCATION: Endoplasmic reticulum {ECO:0000250}.
Q503V3	CL049_DANRE	reviewed	UPF0454 protein C12orf49 homolog	GO:0005576	SUBCELLULAR LOCATION: Secreted {ECO:0000305}.
Q2L6K8	CNPY4_DANRE	reviewed	Protein canopy 4	GO:0005102; GO:0005576	SUBCELLULAR LOCATION: Secreted {ECO:0000305}.
F1RBC8	ABCD1_DANRE	reviewed	ATP-binding cassette sub-family D member 1 (EC 7.6.2.4) (Adrenoleukodystrophy protein) (ALDP)	GO:0000038; GO:0005524; GO:0005778; GO:0006635; GO:0014003; GO:0016021; GO:0016887; GO:0030301; GO:0030325; GO:0031643; GO:0036269; GO:0042626; GO:0061744	SUBCELLULAR LOCATION: Peroxisome membrane {ECO:0000250|UniProtKB:P33897}; Multi-pass membrane protein {ECO:0000255}.
Q8JG69	AA2DB_DANRE	reviewed	Alpha-2Db adrenergic receptor (Alpha-2Db adrenoceptor) (Alpha(2Db)AR) (Alpha-2Db adrenoreceptor)	GO:0004935; GO:0004938; GO:0005887; GO:0006940; GO:0007188; GO:0019229; GO:0030168; GO:0071880; GO:0071881	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q803F5	APMAP_DANRE	reviewed	Adipocyte plasma membrane-associated protein	GO:0005783; GO:0009058; GO:0016020; GO:0016021; GO:0016844	SUBCELLULAR LOCATION: Membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}.
Q67FY3	BCL9L_DANRE	reviewed	B-cell CLL/lymphoma 9-like protein (B-cell lymphoma 9-like protein) (BCL9-like protein) (Protein BCL9-2)	GO:0003713; GO:0008013; GO:0030512; GO:0036342; GO:0045944; GO:0048368; GO:0060070; GO:1990907	SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.
Q502P0	AR6P4_DANRE	reviewed	ADP-ribosylation factor-like protein 6-interacting protein 4 (ARL-6-interacting protein 4) (Aip-4)	GO:0005730; GO:0006397; GO:0008380; GO:0016607	SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000250}. Nucleus speckle {ECO:0000250}.
A1YB07	AMOL2_DANRE	reviewed	Angiomotin-like 2a	GO:0001525; GO:0001935; GO:0003365; GO:0005911; GO:0005923; GO:0005938; GO:0008360; GO:0009880; GO:0016055; GO:0016477; GO:0030036; GO:0030054; GO:0030334; GO:0030866; GO:0031410; GO:0035329; GO:0035907; GO:0035912; GO:0046847; GO:0051649; GO:0055037; GO:0060026; GO:0099513	SUBCELLULAR LOCATION: Recycling endosome {ECO:0000269|PubMed:22362771}.
Q7T2B0	CTL4_DANRE	reviewed	Choline transporter-like protein 4 (Solute carrier family 44 member 4)	GO:0008292; GO:0015220; GO:0015871; GO:0016021; GO:0016324; GO:0030307; GO:0032475; GO:0035675; GO:0048840; GO:0061526	SUBCELLULAR LOCATION: Membrane {ECO:0000250|UniProtKB:Q53GD3}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q53GD3}. Apical cell membrane {ECO:0000250|UniProtKB:Q53GD3}.
Q6PGW3	ARMD3_DANRE	reviewed	Armadillo-like helical domain-containing protein 3	GO:0016021	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.
Q9MIY5	ATP6_DANRE	reviewed	ATP synthase subunit a (F-ATPase protein 6)	GO:0005753; GO:0015078; GO:0015986; GO:0016021; GO:0045259; GO:0045263	SUBCELLULAR LOCATION: Mitochondrion inner membrane; Multi-pass membrane protein.
Q6DHI0	ACY3A_DANRE	reviewed	N-acyl-aromatic-L-amino acid amidohydrolase (carboxylate-forming) A (EC 3.5.1.114) (Aminoacylase-3.1) (ACY-3.1) (Aspartoacylase-2A)	GO:0004046; GO:0005829; GO:0016324; GO:0016788; GO:0016811; GO:0046872	SUBCELLULAR LOCATION: Apical cell membrane; Peripheral membrane protein. Cytoplasm.
Q6PHE8	CC124_DANRE	reviewed	Coiled-coil domain-containing protein 124	GO:0005737; GO:0005815; GO:0007049; GO:0030496; GO:0051301	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250}. Midbody {ECO:0000250}.
Q1MTD4	CR19A_DANRE	reviewed	Uncharacterized protein C18orf19 homolog A	GO:0016021	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.
Q6TEL3	C42S1_DANRE	reviewed	CDC42 small effector protein 1	GO:0005737; GO:0005856; GO:0005886; GO:0008360; GO:0017048; GO:0021555; GO:0035023	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250}. Cell membrane {ECO:0000250}; Lipid-anchor {ECO:0000250}.
Q7T3C6	CPSF5_DANRE	reviewed	Cleavage and polyadenylation specificity factor subunit 5 (Nudix hydrolase 21)	GO:0003729; GO:0005634; GO:0005737; GO:0005849; GO:0006378; GO:0006397; GO:0010608; GO:0016787; GO:0017091; GO:0030154; GO:0031439; GO:0035925; GO:0042382; GO:0042802; GO:0051290; GO:0110104; GO:1900365; GO:1990120; GO:2000738; GO:2000975	SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:O43809}. Cytoplasm {ECO:0000250|UniProtKB:O43809}. Note=Shuttles between the nucleus and the cytoplasm. {ECO:0000250|UniProtKB:O43809}.
Q6EIG3	CP26B_DANRE	reviewed	Cytochrome P450 26B1 (Cyp26B1) (EC 1.14.13.-) (Retinoic acid-metabolizing cytochrome)	GO:0005506; GO:0005789; GO:0008401; GO:0016125; GO:0020037; GO:0021661; GO:0030278; GO:0030902; GO:0034653; GO:0035992; GO:0042476; GO:0042573; GO:0048387; GO:0048701; GO:0055114; GO:0060323; GO:0060349; GO:0060363; GO:0060365; GO:0060536	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}. Microsome membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}.
A8KB87	COA3_DANRE	reviewed	Cytochrome c oxidase assembly factor 3 homolog, mitochondrial (Coiled-coil domain-containing protein 56)	GO:0005751; GO:0031305; GO:0033617; GO:0070131	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250}; Single-pass membrane protein {ECO:0000250}.
Q7SZP9	APJA_DANRE	reviewed	Apelin receptor A (Angiotensin II receptor-like 1a) (Angiotensin receptor-like 1a) (G-protein coupled receptor APJ A)	GO:0001525; GO:0001568; GO:0001570; GO:0001702; GO:0001945; GO:0004930; GO:0005886; GO:0007186; GO:0007507; GO:0016021; GO:0016477; GO:0035479; GO:0035987; GO:0042074; GO:0043951; GO:0045766; GO:0048738; GO:0051281; GO:0055113; GO:0060182; GO:0060976; GO:1900107; GO:1903589; GO:1904325	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:P79960}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P79960}. Note=Internalized to the cytoplasm after exposure to apelin (apln). After exposure to apelin receptor early endogenous ligand (apela), internalized from the cell surface into an endosomal recycling compartment, from where it is recycled to the cell membrane. {ECO:0000250|UniProtKB:P35414, ECO:0000250|UniProtKB:P79960}.
Q5U3G1	COL11_DANRE	reviewed	Collectin-11	GO:0001755; GO:0001867; GO:0003677; GO:0005509; GO:0005537; GO:0005581; GO:0005615; GO:0019730; GO:0032502; GO:0042806; GO:0048029; GO:0070492; GO:0120153	SUBCELLULAR LOCATION: Secreted {ECO:0000250|UniProtKB:Q9BWP8}.
Q1LYG4	CR3LB_DANRE	reviewed	Cyclic AMP-responsive element-binding protein 3-like protein 3-B (cAMP-responsive element-binding protein 3-like protein 3-B) [Cleaved into: Processed cyclic AMP-responsive element-binding protein 3-like protein 3-B]	GO:0003700; GO:0005634; GO:0005789; GO:0016021; GO:0030968; GO:0035497; GO:0045944	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}.; SUBCELLULAR LOCATION: Processed cyclic AMP-responsive element-binding protein 3-like protein 3-B: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00978}.
Q5PRC0	CH25H_DANRE	reviewed	Cholesterol 25-hydroxylase-like protein (EC 1.14.99.38)	GO:0000254; GO:0001567; GO:0005506; GO:0005789; GO:0008203; GO:0008395; GO:0016021; GO:0016126; GO:0035754; GO:0051607	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q9Z0F5}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q9Z0F5}.
Q7T3E6	BMI1B_DANRE	reviewed	Polycomb complex protein BMI-1-B (Polycomb group RING finger protein 4-B)	GO:0000122; GO:0006342; GO:0021549; GO:0031519; GO:0035102; GO:0036353; GO:0045814; GO:0046872; GO:1990841	SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.
Q6NWL4	CNOT9_DANRE	reviewed	CCR4-NOT transcription complex subunit 9 (Cell differentiation protein RQCD1 homolog) (Rcd-1)	GO:0000932; GO:0005634; GO:0006402; GO:0017148; GO:0030014; GO:0030015; GO:0031047; GO:0033147; GO:2000327	SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q9JKY0}. Cytoplasm, P-body {ECO:0000250|UniProtKB:Q9JKY0}.
P0CAX4	AUGNB_DANRE	reviewed	Augurin-B (Esophageal cancer-related gene 4-B protein homolog)	GO:0005615; GO:0005737; GO:0007417; GO:0008285; GO:0009611; GO:0016324; GO:0031145; GO:0042127; GO:0070314; GO:0090398	SUBCELLULAR LOCATION: Secreted {ECO:0000250|UniProtKB:Q9H1Z8}. Cytoplasm {ECO:0000250|UniProtKB:Q9H1Z8}. Apical cell membrane {ECO:0000250|UniProtKB:Q9H1Z8}.
Q98SP7	BBS2_DANRE	reviewed	Bardet-Biedl syndrome 2 protein homolog	GO:0005737; GO:0007368; GO:0007369; GO:0016020; GO:0031514; GO:0032402; GO:0034464; GO:0036064; GO:0043005; GO:0046907; GO:0051877; GO:0060170; GO:0060271; GO:0070121; GO:1905515	SUBCELLULAR LOCATION: Cell projection, cilium membrane {ECO:0000250}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriolar satellite {ECO:0000250}.
A0A0R4IKJ1	CAPAM_DANRE	reviewed	mRNA (2'-O-methyladenosine-N(6)-)-methyltransferase (EC 2.1.1.62) (Cap-specific adenosine methyltransferase) (CAPAM) (zCAPAM) (Phosphorylated CTD-interacting factor 1)	GO:0005634; GO:0016422; GO:0045727; GO:0080009; GO:0099122; GO:1904047	SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q9H4Z3}.
Q5BKW9	ASGL1_DANRE	reviewed	Isoaspartyl peptidase/L-asparaginase (EC 3.4.19.5) (EC 3.5.1.1) (Asparaginase-like protein 1) (Beta-aspartyl-peptidase) (Isoaspartyl dipeptidase) (L-asparagine amidohydrolase) [Cleaved into: Isoaspartyl peptidase/L-asparaginase alpha chain; Isoaspartyl peptidase/L-asparaginase beta chain]	GO:0001917; GO:0004067; GO:0005737; GO:0008798; GO:0033345	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q7L266}.
Q6NZ09	ADRM1_DANRE	reviewed	Proteasomal ubiquitin receptor ADRM1	GO:0000502; GO:0005634; GO:0005737; GO:0006511; GO:0008541; GO:0043130; GO:0043248; GO:0061133; GO:0070628	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000250}.
Q08BN1	CJ053_DANRE	reviewed	UPF0728 protein C10orf53 homolog		
P0C7U5	C5AR1_DANRE	reviewed	C5a anaphylatoxin chemotactic receptor 1 (C5a anaphylatoxin chemotactic receptor) (C5a-R) (C5aR)	GO:0002430; GO:0004878; GO:0004930; GO:0006935; GO:0006954; GO:0007200; GO:0007204; GO:0016021; GO:0016323; GO:0042789; GO:0045177; GO:0050679; GO:0070374	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:P21730}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P21730}.
Q6NW85	ARI1L_DANRE	reviewed	E3 ubiquitin-protein ligase arih1l (EC 2.3.2.31) (RING-type E3 ubiquitin transferase arih1l)	GO:0000151; GO:0000209; GO:0004842; GO:0005737; GO:0006511; GO:0008270; GO:0016567; GO:0031624; GO:0032436; GO:0061630	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q9Y4X5}.
Q1L8F9	CL066_DANRE	reviewed	KICSTOR complex protein C12orf66 homolog	GO:0005765; GO:0034198; GO:0042149; GO:0061462; GO:0140007; GO:1904262	SUBCELLULAR LOCATION: Lysosome membrane {ECO:0000250|UniProtKB:Q96MD2}.
Q6NWH0	CK068_DANRE	reviewed	UPF0696 protein C11orf68 homolog		
Q8AW52	ATOH7_DANRE	reviewed	Protein atonal homolog 7 (Helix-loop-helix protein zATH-5) (zATH5) (Protein atonal homolog 5) (Protein lakritz)	GO:0001654; GO:0003407; GO:0003677; GO:0005634; GO:0006355; GO:0007346; GO:0010842; GO:0036269; GO:0043010; GO:0043473; GO:0045165; GO:0046983; GO:0050769; GO:0051726; GO:0060041	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
Q6PBJ2	CFA20_DANRE	reviewed	Cilia- and flagella-associated protein 20	GO:0005634; GO:0005814; GO:0005874; GO:0005929; GO:0014807; GO:0018095; GO:0031514; GO:0036064; GO:0060271; GO:0060296; GO:0065001; GO:1901207; GO:2000147; GO:2000253	SUBCELLULAR LOCATION: Nucleus {ECO:0000250}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole {ECO:0000250}. Cytoplasm, cytoskeleton, cilium basal body {ECO:0000250}. Cell projection, cilium {ECO:0000250}.
Q66I24	ASSY_DANRE	reviewed	Argininosuccinate synthase (EC 6.3.4.5) (Citrulline--aspartate ligase)	GO:0000050; GO:0000053; GO:0004055; GO:0005524; GO:0005737; GO:0005829; GO:0006526	SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000250|UniProtKB:P00966}.
Q5W7F1	ASAH2_DANRE	reviewed	Neutral ceramidase (N-CDase) (NCDase) (EC 3.5.1.23) (Acylsphingosine deacylase 2) (N-acylsphingosine amidohydrolase 2) (znCD)	GO:0000139; GO:0005509; GO:0005576; GO:0005739; GO:0005789; GO:0005886; GO:0005887; GO:0005901; GO:0006670; GO:0006672; GO:0007275; GO:0007346; GO:0008270; GO:0016324; GO:0017040; GO:0042759; GO:0046512; GO:0046513; GO:0046514; GO:0070062; GO:0102121	SUBCELLULAR LOCATION: Neutral ceramidase: Cell membrane {ECO:0000269|PubMed:15271994}; Single-pass type II membrane protein {ECO:0000250|UniProtKB:Q91XT9}. Membrane raft {ECO:0000250|UniProtKB:Q9JHE3}; Single-pass type II membrane protein {ECO:0000250|UniProtKB:Q91XT9}. Membrane, caveola {ECO:0000250|UniProtKB:Q9JHE3}; Single-pass type II membrane protein {ECO:0000250|UniProtKB:Q91XT9}. Golgi apparatus membrane {ECO:0000250|UniProtKB:Q9NR71}; Single-pass type II membrane protein {ECO:0000250|UniProtKB:Q91XT9}. Mitochondrion {ECO:0000250|UniProtKB:Q9NR71}. Secreted, extracellular exosome {ECO:0000250|UniProtKB:Q9NR71}.
A9C3N6	CSTOS_DANRE	reviewed	Protein CUSTOS	GO:0005635; GO:0007275; GO:0016055; GO:0030178; GO:0060061; GO:0097065	SUBCELLULAR LOCATION: Nucleus envelope {ECO:0000250|UniProtKB:P0DPK0}.
D2CLZ9	ATOH8_DANRE	reviewed	Protein atonal homolog 8	GO:0001947; GO:0003677; GO:0003700; GO:0005737; GO:0007399; GO:0007507; GO:0016607; GO:0030154; GO:0046983; GO:0048797; GO:0061074; GO:2001014	SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q99NA2}. Nucleus speckle {ECO:0000250|UniProtKB:Q96SQ7}. Cytoplasm {ECO:0000250|UniProtKB:Q99NA2}.
F1QGH6	AMER2_DANRE	reviewed	APC membrane recruitment protein 2 (Amer2) (Protein FAM123A)	GO:0005546; GO:0005886; GO:0007398; GO:0008013; GO:0016055; GO:0060828; GO:0090090	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}. Note=Translocates to the cell membrane following binding to PtdIns(4,5)P2. {ECO:0000250}.
Q708S5	ASIC2_DANRE	reviewed	Acid-sensing ion channel 2 (ASIC2) (Amiloride-sensitive cation channel 1, neuronal) (ZASIC2)	GO:0005886; GO:0015280; GO:0016021; GO:0048545	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
Q802V6	ABH2A_DANRE	reviewed	Monoacylglycerol lipase ABHD2 (EC 3.1.1.23) (2-arachidonoylglycerol hydrolase) (Abhydrolase domain-containing protein 2-A) (Acetylesterase) (EC 3.1.1.6) (Triacylglycerol lipase) (EC 3.1.1.79)	GO:0003707; GO:0008126; GO:0016021; GO:0016298; GO:0032570; GO:0033878; GO:0034338; GO:0036126; GO:0042562; GO:0043401; GO:0044255; GO:0046464; GO:0047372; GO:0048240; GO:0051792; GO:0051793; GO:0097524	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:P08910}; Single-pass type II membrane protein {ECO:0000250|UniProtKB:P08910}.
Q90260	ASL1B_DANRE	reviewed	Achaete-scute homolog 1b (Zash-1b)	GO:0000977; GO:0003700; GO:0005634; GO:0006357; GO:0007420; GO:0007423; GO:0008134; GO:0021575; GO:0030182; GO:0031018; GO:0043009; GO:0045666; GO:0045944; GO:0046983; GO:0050767; GO:0090575	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
F1Q8C3	CP2K6_DANRE	reviewed	Cytochrome P450 2K6 (EC 1.14.14.-)	GO:0005506; GO:0005737; GO:0005789; GO:0006082; GO:0006805; GO:0008395; GO:0016021; GO:0016712; GO:0020037; GO:0042738; GO:0043231; GO:0043390; GO:0055114	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000305|PubMed:15907766}; Single-pass membrane protein {ECO:0000255}. Microsome membrane {ECO:0000269|PubMed:15907766}; Single-pass membrane protein {ECO:0000255}.
Q66IB8	CB076_DANRE	reviewed	UPF0538 protein C2orf76 homolog		
Q6IQE9	ALKB6_DANRE	reviewed	Alpha-ketoglutarate-dependent dioxygenase alkB homolog 6 (EC 1.14.11.-) (Alkylated DNA repair protein alkB homolog 6)	GO:0005634; GO:0005737; GO:0046872; GO:0051213	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000250}.
A2BIL7	BAZ1B_DANRE	reviewed	Tyrosine-protein kinase BAZ1B (EC 2.7.10.2) (Bromodomain adjacent to zinc finger domain protein 1B) (Williams syndrome transcription factor homolog)	GO:0004713; GO:0004715; GO:0005524; GO:0005634; GO:0006338; GO:0006974; GO:0016572; GO:0035173; GO:0046872	SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00063, ECO:0000255|PROSITE-ProRule:PRU00475}. Note=Accumulates in pericentromeric heterochromatin during replication. Targeted to replication foci throughout S phase (By similarity). {ECO:0000250}.
A2BIL8	BC7BB_DANRE	reviewed	B-cell CLL/lymphoma 7 protein family member B-B		
Q5XJ13	ANKS6_DANRE	reviewed	Ankyrin repeat and SAM domain-containing protein 6 (Ankyrin repeat domain-containing protein 14) (SamCystin) (Sterile alpha motif domain-containing protein 6) (SAM domain-containing protein 6)	GO:0005929; GO:0048793	SUBCELLULAR LOCATION: Cell projection, cilium {ECO:0000250|UniProtKB:Q6GQX6}.
Q7SY23	AL4A1_DANRE	reviewed	Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial (P5C dehydrogenase) (EC 1.2.1.88) (Aldehyde dehydrogenase family 4 member A1) (L-glutamate gamma-semialdehyde dehydrogenase)	GO:0003842; GO:0005759; GO:0010133; GO:0016620	SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000250}.
